Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Roc_Activity_Link_34,,,2019-06-28 18:39:50,2019-06-28 18:39:56,5.474s,PASSED
,,,,,,
Test Cases/Roc_Activity_Link_34/Roc_hogan_connector_activity_Link_34,,,2019-06-28 18:39:51,2019-06-28 18:39:56,5.028s,PASSED
"response = sendRequest(findTestObject(""Roc_Activity_Link_34/Roc_hogan_connector_activity_Link_34""))",,,2019-06-28 18:39:51,2019-06-28 18:39:55,3.335s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.023s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].action."", ""call"")",,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.076s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].target.annKeyword"", ""ActivityID"")",,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.033s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].target.read"", ""true"")",,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.028s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].target.annText"", ""34 Issue exception acty 23 using TCB$USCC"")",,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.027s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].target.value"", ""P49135"")",,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.025s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].target.resourceType"", ""CobolProgram"")",,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.030s,PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.003s,PASSED
result = slurper.parseText(response.getResponseBodyContent()),,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.011s,PASSED
activityid = annText,,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.002s,PASSED
"str = activityid.split("" "")",,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.005s,PASSED
activity_id = str[0],,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.002s,PASSED
"println(""activity_id:- "" + activity_id)",,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.005s,PASSED
programeName = value,,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.003s,PASSED
"activity_url = ""http://localhost:9090/hogan-connector/activity/00000000"" + activity_id",,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.001s,PASSED
"println(""activity_url is :- "" + activity_url)",,,2019-06-28 18:39:55,2019-06-28 18:39:55,0.001s,PASSED
"callTestCase(findTestCase(""Roc_Activity_Link_34/Activity_Controller_Verify_Response_34""), [""URLS"":activity_url, ""P_Name"":programeName], CONTINUE_ON_FAILURE)",,,2019-06-28 18:39:55,2019-06-28 18:39:56,0.728s,PASSED
