Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ROC_Activity_DC_1010,,,2019-06-24 09:19:18,2019-06-24 09:19:37,19.320s,PASSED
,,,,,,
Test Cases/ROC_Activity_DC_1010/Roc_hogan_connector_activity_DC_1010,,,2019-06-24 09:19:19,2019-06-24 09:19:36,17.278s,PASSED
"response = sendRequest(findTestObject(""ROC_Activity_DC_1010/Roc_hogan_connector_activity_DC_1010""))",,,2019-06-24 09:19:20,2019-06-24 09:19:35,15.123s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-24 09:19:35,2019-06-24 09:19:35,0.018s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].action"", ""CICSSendMap"")",,,2019-06-24 09:19:35,2019-06-24 09:19:35,0.132s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].annKeyword"", ""ActivityID"")",,,2019-06-24 09:19:35,2019-06-24 09:19:35,0.021s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].read"", ""true"")",,,2019-06-24 09:19:35,2019-06-24 09:19:35,0.075s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].value"", ""P49ERRM"")",,,2019-06-24 09:19:35,2019-06-24 09:19:35,0.068s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].resourceType"", ""CICSMap"")",,,2019-06-24 09:19:35,2019-06-24 09:19:35,0.061s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].qualifiers[0]"", ""P49ERRM"")",,,2019-06-24 09:19:35,2019-06-24 09:19:35,0.082s,PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-06-24 09:19:35,2019-06-24 09:19:35,0.004s,PASSED
result = slurper.parseText(response.getResponseBodyContent()),,,2019-06-24 09:19:35,2019-06-24 09:19:35,0.023s,PASSED
Map_Name = value,,,2019-06-24 09:19:35,2019-06-24 09:19:35,0.002s,PASSED
"activity_url = ""http://localhost:9090/hogan-connector/activity/0000001010""",,,2019-06-24 09:19:35,2019-06-24 09:19:35,0.003s,PASSED
"println(""activity_url is :- "" + activity_url)",,,2019-06-24 09:19:35,2019-06-24 09:19:35,0.006s,PASSED
"callTestCase(findTestCase(""ROC_Activity_DC_1010/Activity_Controller_Verify_Response_1010""), [""URLS"":activity_url, ""M_Name"":Map_Name], CONTINUE_ON_FAILURE)",,,2019-06-24 09:19:35,2019-06-24 09:19:36,1.038s,PASSED
