Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ROC_Activity_Sdb_09,,,2019-07-03 16:27:56,2019-07-03 16:28:03,6.525s,PASSED
,,,,,,
Test Cases/ROC_Activity_Sdb_09/Roc_hogan_connector_activity_Sdb_09,,,2019-07-03 16:27:57,2019-07-03 16:28:03,5.922s,PASSED
"response = sendRequest(findTestObject(""ROC_Activity_Sdb_09/Roc_hogan_connector_activity_Sdb_09""))",,,2019-07-03 16:27:58,2019-07-03 16:28:01,3.508s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-07-03 16:28:01,2019-07-03 16:28:01,0.026s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].action"", ""FileRead"")",,,2019-07-03 16:28:01,2019-07-03 16:28:01,0.105s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].annKeyword"", ""ActivityID"")",,,2019-07-03 16:28:01,2019-07-03 16:28:01,0.044s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].read"", ""true"")",,,2019-07-03 16:28:01,2019-07-03 16:28:01,0.059s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].annText"", ""9 *--PEMPARM INTERNAL--*"")",,,2019-07-03 16:28:01,2019-07-03 16:28:01,0.037s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].value"", ""PEMPARM"")",,,2019-07-03 16:28:01,2019-07-03 16:28:01,0.041s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].resourceType"", ""File"")",,,2019-07-03 16:28:01,2019-07-03 16:28:01,0.044s,PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-07-03 16:28:01,2019-07-03 16:28:01,0.007s,PASSED
result = slurper.parseText(response.getResponseBodyContent()),,,2019-07-03 16:28:01,2019-07-03 16:28:02,0.025s,PASSED
activityid = annText,,,2019-07-03 16:28:02,2019-07-03 16:28:02,0.002s,PASSED
"str = activityid.split("" "")",,,2019-07-03 16:28:02,2019-07-03 16:28:02,0.006s,PASSED
activity_id = str[0],,,2019-07-03 16:28:02,2019-07-03 16:28:02,0.002s,PASSED
"println(""activity_id:- "" + activity_id)",,,2019-07-03 16:28:02,2019-07-03 16:28:02,0.010s,PASSED
DataBase_Name = value,,,2019-07-03 16:28:02,2019-07-03 16:28:02,0.006s,PASSED
"activity_url = ""http://localhost:9090/hogan-connector/activity/000000000"" + activity_id",,,2019-07-03 16:28:02,2019-07-03 16:28:02,0.006s,PASSED
"println(""activity_url is :- "" + activity_url)",,,2019-07-03 16:28:02,2019-07-03 16:28:02,0.003s,PASSED
"callTestCase(findTestCase(""ROC_Activity_Sdb_09/Activity_Controller_Verify_Response_09""), [""URLS"":activity_url, ""D_Name"":DataBase_Name], CONTINUE_ON_FAILURE)",,,2019-07-03 16:28:02,2019-07-03 16:28:03,1.271s,PASSED
